unit,y1_lower,y1_upper,y2_lower,y2_upper,prob
3,130.0,170.0,-30.0,-5.0,0.007579135086937137
3,130.0,170.0,-5.0,0.0,0.020173874275523855
3,130.0,170.0,0.0,15.0,0.059629959875167185
3,130.0,170.0,15.0,50.0,0.009808292465448062
4,20.0,35.0,-18.0,-5.0,0.010571457065922012
4,20.0,35.0,-5.0,0.0,0.03181410192480303
4,20.0,35.0,0.0,20.0,0.011070110701107012
4,35.0,50.0,-18.0,-5.0,0.05485189987035006
4,35.0,50.0,-5.0,0.0,0.15408397327216516
4,35.0,50.0,0.0,20.0,0.07160666201256607
4,35.0,50.0,20.0,120.0,0.059738705495163066
4,50.0,65.0,-18.0,-5.0,0.04757155679664905
4,50.0,65.0,-5.0,0.0,0.12426448588810214
4,50.0,65.0,0.0,20.0,0.07828862072404509
4,50.0,65.0,20.0,120.0,0.04447990425850205
4,65.0,80.0,-18.0,-5.0,0.04687344170739005
4,65.0,80.0,-5.0,0.0,0.09683853595292712
4,65.0,80.0,0.0,20.0,0.02672783484591603
4,65.0,80.0,20.0,120.0,0.021940759948140022
4,80.0,95.0,-18.0,-5.0,0.028921910840730033
4,80.0,95.0,-5.0,0.0,0.050364017153685055
4,80.0,95.0,0.0,20.0,0.028921910840730033
4,80.0,95.0,20.0,120.0,0.011070110701107012
5,20.0,40.0,-20.0,-5.0,0.051111111111111114
5,20.0,40.0,-5.0,0.0,0.09494949494949495
5,20.0,40.0,0.0,60.0,0.04323232323232323
5,40.0,60.0,-20.0,-5.0,0.09878787878787879
5,40.0,60.0,-5.0,0.0,0.24050505050505053
5,40.0,60.0,0.0,60.0,0.13101010101010102
5,60.0,80.0,-20.0,-5.0,0.03242424242424242
5,60.0,80.0,-5.0,0.0,0.05828282828282828
5,60.0,80.0,0.0,60.0,0.06060606060606061
5,80.0,100.0,-20.0,-5.0,0.03595959595959596
5,80.0,100.0,-5.0,0.0,0.046060606060606066
5,80.0,100.0,0.0,60.0,0.051515151515151514
5,100.0,120.0,-20.0,-5.0,0.011717171717171716
5,100.0,120.0,-5.0,0.0,0.020303030303030302
5,100.0,120.0,0.0,60.0,0.023535353535353538
6,40.0,100.0,-18.0,-5.0,0.012245767223937814
6,40.0,100.0,-5.0,0.0,0.024172079650729424
6,40.0,100.0,0.0,10.0,0.01607922478969226
6,40.0,100.0,10.0,50.0,0.020019167287828776
6,40.0,100.0,50.0,150.0,0.01448195080396124
6,100.0,180.0,-18.0,-5.0,0.07603024172079652
6,100.0,180.0,-5.0,0.0,0.14567138749866895
6,100.0,180.0,0.0,10.0,0.12171227771270365
6,100.0,180.0,10.0,50.0,0.08327121712277714
6,100.0,180.0,50.0,150.0,0.06751144713023108
6,180.0,240.0,-18.0,-5.0,0.020658076882121183
6,180.0,240.0,-5.0,0.0,0.04632094558619955
6,180.0,240.0,0.0,10.0,0.0498349483548078
6,180.0,240.0,10.0,50.0,0.040144819508039616
6,180.0,240.0,50.0,150.0,0.025662868704078374
6,240.0,320.0,-18.0,-5.0,0.023000745394526678
6,240.0,320.0,-5.0,0.0,0.046001490789053356
6,240.0,320.0,0.0,10.0,0.03141305505271004
6,240.0,320.0,10.0,50.0,0.02236183580023427
6,240.0,320.0,50.0,150.0,0.008731764455329572
6,320.0,380.0,-18.0,-5.0,0.011074432967735066
6,320.0,380.0,-5.0,0.0,0.03109360025556384
6,320.0,380.0,0.0,10.0,0.03141305505271004
6,320.0,380.0,10.0,50.0,0.02236183580023427
6,320.0,380.0,50.0,150.0,0.008731764455329572
7,40.0,90.0,-20.0,-5.0,0.01857638888888889
7,40.0,90.0,-5.0,0.0,0.03420138888888889
7,40.0,90.0,0.0,10.0,0.04331597222222223
7,40.0,90.0,10.0,50.0,0.046354166666666675
7,40.0,90.0,50.0,100.0,0.005989583333333334
7,90.0,140.0,-20.0,-5.0,0.021875000000000002
7,90.0,140.0,-5.0,0.0,0.14236111111111113
7,90.0,140.0,0.0,10.0,0.1037326388888889
7,90.0,140.0,10.0,50.0,0.09730902777777779
7,90.0,140.0,50.0,100.0,0.013802083333333335
7,140.0,190.0,-20.0,-5.0,0.03107638888888889
7,140.0,190.0,-5.0,0.0,0.07786458333333333
7,140.0,190.0,0.0,10.0,0.10130208333333333
7,140.0,190.0,10.0,50.0,0.08220486111111112
7,140.0,190.0,50.0,100.0,0.011979166666666667
7,190.0,240.0,-20.0,-5.0,0.0016493055555555558
7,190.0,240.0,-5.0,0.0,0.0038194444444444448
7,190.0,240.0,0.0,10.0,0.0078125
7,190.0,240.0,10.0,50.0,0.0054687500000000005
7,190.0,240.0,50.0,100.0,0.0006944444444444446
7,240.0,290.0,-20.0,-5.0,0.025086805555555557
7,240.0,290.0,-5.0,0.0,0.054947916666666666
7,240.0,290.0,0.0,10.0,0.03585069444444445
7,240.0,290.0,10.0,50.0,0.027256944444444445
7,240.0,290.0,50.0,100.0,0.0054687500000000005
8,35.0,70.0,-15.0,-5.0,0.0496049604960496
8,35.0,70.0,-5.0,0.0,0.05510551055105511
8,35.0,70.0,0.0,40.0,0.023402340234023402
8,70.0,135.0,-15.0,-5.0,0.041304130413041304
8,70.0,135.0,-5.0,0.0,0.0427042704270427
8,70.0,135.0,0.0,40.0,0.030303030303030304
8,135.0,195.0,-15.0,-5.0,0.06610661066106611
8,135.0,195.0,-5.0,0.0,0.18871887188718872
8,135.0,195.0,0.0,40.0,0.1694169416941694
8,195.0,255.0,-15.0,-5.0,0.10191019101910191
8,195.0,255.0,-5.0,0.0,0.1639163916391639
8,195.0,255.0,0.0,40.0,0.0675067506750675
9,20.0,40.0,-20.0,-5.0,0.008434864104967197
9,20.0,40.0,-5.0,0.0,0.01288659793814433
9,20.0,40.0,0.0,10.0,0.01804123711340206
9,40.0,60.0,-20.0,-5.0,0.11433926897844424
9,40.0,60.0,-5.0,0.0,0.16529990627928773
9,40.0,60.0,0.0,10.0,0.11141049671977507
9,40.0,60.0,10.0,50.0,0.09184629803186503
9,60.0,80.0,-20.0,-5.0,0.07157919400187442
9,60.0,80.0,-5.0,0.0,0.08446579194001874
9,60.0,80.0,0.0,10.0,0.052014995313964384
9,60.0,80.0,10.0,50.0,0.05271790065604498
9,80.0,100.0,-20.0,-5.0,0.017338331771321464
9,80.0,100.0,-5.0,0.0,0.023664479850046858
9,80.0,100.0,0.0,10.0,0.022844423617619493
9,80.0,100.0,10.0,50.0,0.031044985941893158
9,100.0,120.0,-20.0,-5.0,0.02249297094657919
9,100.0,120.0,-5.0,0.0,0.021438612933458293
9,100.0,120.0,0.0,10.0,0.022844423617619493
9,100.0,120.0,10.0,50.0,0.02507029053420806
9,100.0,120.0,50.0,100.0,0.030224929709465793
10,200.0,250.0,-16.0,-5.0,0.013999792595665249
10,200.0,250.0,-5.0,0.0,0.054547340039406825
10,200.0,250.0,0.0,10.0,0.05299180752877735
10,250.0,300.0,-16.0,-5.0,0.06865083480244737
10,250.0,300.0,-5.0,0.0,0.14632375816654566
10,250.0,300.0,0.0,10.0,0.09862076117390853
10,250.0,300.0,10.0,50.0,0.08130249922223373
10,300.0,350.0,-16.0,-5.0,0.05610287255003629
10,300.0,350.0,-5.0,0.0,0.09198382246188945
10,300.0,350.0,0.0,10.0,0.12008710982059524
10,300.0,350.0,10.0,50.0,0.08420615990874208
10,350.0,400.0,-16.0,-5.0,0.026547754848076324
10,350.0,400.0,-5.0,0.0,0.037436482422482625
10,350.0,400.0,0.0,10.0,0.028103287358705795
10,350.0,400.0,10.0,50.0,0.0390957171004874
